record_id,address_raw,address_norm,date_submitted,est_cost,demo_cost,record_status,type_of_work
"","17 Sturbridge Road 5 5","17 STURBRIDGE RD 5 5","","","","",""
"","100 Bristol Road 5 5","100 BRISTOL RD 5 5","","","","",""
"","50 Woodridge Rd 5 5","50 WOODRIDGE RD 5 5","","","","",""
"","90 Monadnock Road 5 7","90 MONADNOCK RD 5 7","","","","",""
"","49 Bristol Rd 5 5","49 BRISTOL RD 5 5","","","","",""
"","128 Cliff Rd 5 4","128 CLIFF RD 5 4","","","","",""
"","85 Monadnock Rd 5 7","85 MONADNOCK RD 5 7","","","","",""
"","22 Livingston Road 6 4","22 LIVINGSTON RD 6 4","","","","",""
"","109 Edmunds Road 5 5","109 EDMUNDS RD 5 5","","","","",""
"","67 Yarmouth Rd 6 6","67 YARMOUTH RD 6 6","","","","",""
"","108 Dover Rd 8 5","108 DOVER RD 8 5","","","","",""
"","42 Old Colony Road 6 5","42 OLD COLONY RD 6 5","","","","",""
"","65 Royalston Road 7 5","65 ROYALSTON RD 7 5","","","","",""
"","4 Dewing Path 5 5","4 DEWING PATH 5 5","","","","",""
"","110 Cliff Road 7 6","110 CLIFF RD 7 6","","","","",""
"","2 Springdale Ave 5 6","2 SPRINGDALE AVE 5 6","","","","",""
"","30 Cliff Rd 6 3","30 CLIFF RD 6 3","","","","",""
"","4 Wedgwood 5 4","4 WEDGWOOD 5 4","","","","",""
"","16 Tanglewood Rd 6 6","16 TANGLEWOOD RD 6 6","","","","",""
"","77 Cliff Rd 5 5","77 CLIFF RD 5 5","","","","",""
"","4 Wynnewood Road 6 6","4 WYNNEWOOD RD 6 6","","","","",""
"","38 Chestnut St 5 4","38 CHESTNUT ST 5 4","","","","",""
"","121 Lowell Rd 6 6","121 LOWELL RD 6 6","","","","",""
"","106 Suffolk Road 6 6","106 SUFFOLK RD 6 6","","","","",""
"","40 Park Ave 5 6","40 PARK AVE 5 6","","","","",""
"","30 Tanglewood Rd 6 6","30 TANGLEWOOD RD 6 6","","","","",""
"","22 Greylock Rd 5 4","22 GREYLOCK RD 5 4","","","","",""
"","54 Greylock Road 6 3","54 GREYLOCK RD 6 3","","","","",""
"","15 Livermore Road 5 4","15 LIVERMORE RD 5 4","","","","",""
"","55 Ledgeways 4 3","55 LEDGEWAYS 4 3","","","","",""
"","23 Pembroke Road 5 7","23 PEMBROKE RD 5 7","","","","",""
"","18 Hawthorne Rd 5 5","18 HAWTHORNE RD 5 5","","","","",""
"","97 Arnold Road 4 4","97 ARNOLD RD 4 4","","","","",""
"","30 Whiting Rd 5 4","30 WHITING RD 5 4","","","","",""
"","76 Livingston Rd 5 6","76 LIVINGSTON RD 5 6","","","","",""
"","32 Peirce Rd 6 5","32 PEIRCE RD 6 5","","","","",""
"","5 Beard Way 7 6","5 BEARD WAY 7 6","","","","",""
"","10 Scotch Pine Circle 6 5","10 SCOTCH PINE CIR 6 5","","","","",""
"","29 Whiting Rd 6 4","29 WHITING RD 6 4","","","","",""
"","84 Ledgeways 4 4","84 LEDGEWAYS 4 4","","","","",""
"","22 Colburn Road 6 6","22 COLBURN RD 6 6","","","","",""
"","27 Tanglewood Road 5 5","27 TANGLEWOOD RD 5 5","","","","",""
"","60 Maugus Ave 6 7","60 MAUGUS AVE 6 7","","","","",""
"","216 Winding River Road 5 3","216 WINDING RIVER RD 5 3","","","","",""
"","102 Old Colony Road 5 4","102 OLD COLONY RD 5 4","","","","",""
"","56 Monadnock 4 3","56 MONADNOCK 4 3","","","","",""
"","147 Lowell Rd 5 5","147 LOWELL RD 5 5","","","","",""
"","134 Wellesley Ave 5 4","134 WELLESLEY AVE 5 4","","","","",""
"","64 Halsey Ave 6 4","64 HALSEY AVE 6 4","","","","",""
"","174 Bristol Road 5 4","174 BRISTOL RD 5 4","","","","",""
"","36 Audubon Rd 5 6","36 AUDUBON RD 5 6","","","","",""
"","26 Park Ave 5 5","26 PARK AVE 5 5","","","","",""
"","189 Cliff Rd 6 5","189 CLIFF RD 6 5","","","","",""
"","30 Maugus Ave 5 5","30 MAUGUS AVE 5 5","","","","",""
"","123 Albion Rd 4 4","123 ALBION RD 4 4","","","","",""
"","63 Brook Street 5 4","63 BROOK ST 5 4","","","","",""
"","317 Grove Street 5 5","317 GROVE ST 5 5","","","","",""
"","81 Monadnock Rd 5 4","81 MONADNOCK RD 5 4","","","","",""
"","16 Pine St 6 6","16 PINE ST 6 6","","","","",""
"","4 Woodcliff Rd 5 5","4 WOODCLIFF RD 5 5","","","","",""
"","118 Hundreds Rd 6 3","118 HUNDREDS RD 6 3","","","","",""
"","17 Garden Rd 5 6","17 GARDEN RD 5 6","","","","",""
"","5 Rockridge Rd 5 4","5 ROCKRIDGE RD 5 4","","","","",""
"","94 Edmunds Rd 5 4","94 EDMUNDS RD 5 4","","","","",""
"","14 Boulder Road 6 5","14 BOULDER RD 6 5","","","","",""
"","41 Highgate 4 4","41 HIGHGATE 4 4","","","","",""
"","18 Lanark Rd 6 4","18 LANARK RD 6 4","","","","",""
"","14 Sumner Rd 5 5","14 SUMNER RD 5 5","","","","",""
"","15 Kenilworth Rd 5 4","15 KENILWORTH RD 5 4","","","","",""
"","151 Oakland Street 6 4","151 OAKLAND ST 6 4","","","","",""
"","144 Glen Rd 5 4","144 GLEN RD 5 4","","","","",""
"","54 Abbott Rd 5 3","54 ABBOTT RD 5 3","","","","",""
"","1 Dinsmore Rd 5 4","1 DINSMORE RD 5 4","","","","",""
"","55 Cliff Rd 4 3","55 CLIFF RD 4 3","","","","",""
"","34 Willow Road 5 5","34 WILLOW RD 5 5","","","","",""
"","24 Priscilla Road 6 6","24 PRISCILLA RD 6 6","","","","",""
"","30 Lowell Rd 5 4","30 LOWELL RD 5 4","","","","",""
"","80 Fuller Brook Rd 5 5","80 FULLER BROOK RD 5 5","","","","",""
"","84 Whittier Road 5 5","84 WHITTIER RD 5 5","","","","",""
"","45 Chestnut St 5 5","45 CHESTNUT ST 5 5","","","","",""
"","66 Windsor Rd 5 5","66 WINDSOR RD 5 5","","","","",""
"","179 Oakland St 4 3","179 OAKLAND ST 4 3","","","","",""
"","27 Pembroke Rd 6 6","27 PEMBROKE RD 6 6","","","","",""
"","15 Mayo Rd. 6 6","15 MAYO RD 6 6","","","","",""
"","65 Crest Rd 4 3","65 CREST RD 4 3","","","","",""
"","55 Pilgrim Rd 4 4","55 PILGRIM RD 4 4","","","","",""
"","3 Woodland Rd 5 4","3 WOODLAND RD 5 4","","","","",""
"","77 Monadnock Road 5 3","77 MONADNOCK RD 5 3","","","","",""
"","158 Winding River Rd 5 3","158 WINDING RIVER RD 5 3","","","","",""
"","8 Old Farm Rd 5 4","8 OLD FARM RD 5 4","","","","",""
"","15 Longmeadow Rd 5 4","15 LONGMEADOW RD 5 4","","","","",""
"","107 Cliff Rd 5 4","107 CLIFF RD 5 4","","","","",""
"","166 Winding River Rd 4 3","166 WINDING RIVER RD 4 3","","","","",""
"","21 Cushing Rd 5 4","21 CUSHING RD 5 4","","","","",""
"","27 Livermore Rd 7 5","27 LIVERMORE RD 7 5","","","","",""
"","8 Monadnock Rd 5 5","8 MONADNOCK RD 5 5","","","","",""
"","3 Dewing Path 5 6","3 DEWING PATH 5 6","","","","",""
"","7 Allen Road 5 5","7 ALLEN RD 5 5","","","","",""
"","204 Grove St 5 3","204 GROVE ST 5 3","","","","",""
"","19 Marshall Rd 4 5","19 MARSHALL RD 4 5","","","","",""
"","18 Linwood Rd 5 3","18 LINWOOD RD 5 3","","","","",""
"","111 Westgate Rd 5 4","111 WESTGATE RD 5 4","","","","",""
"","118 Abbott Road 5 3","118 ABBOTT RD 5 3","","","","",""
"","2 River Glen Rd 5 5","2 RIVER GLEN RD 5 5","","","","",""
"","15 Orchard St 5 5","15 ORCHARD ST 5 5","","","","",""
"","23 Chestnut St 5 3","23 CHESTNUT ST 5 3","","","","",""
"","50 Washburn Ave 5 4","50 WASHBURN AVE 5 4","","","","",""
"","150 Glen Rd 5 4","150 GLEN RD 5 4","","","","",""
"","57 Windsor Road 5 5","57 WINDSOR RD 5 5","","","","",""
"","25 Old Colony Rd 5 4","25 OLD COLONY RD 5 4","","","","",""
"","29 Patton Road 5 4","29 PATTON RD 5 4","","","","",""
"","25 Emerson Rd 5 4","25 EMERSON RD 5 4","","","","",""
"","7 Massasoit Rd 5 4","7 MASSASOIT RD 5 4","","","","",""
"","37 Falmouth Rd 5 3","37 FALMOUTH RD 5 3","","","","",""
"","59 Cliff Road 5 4","59 CLIFF RD 5 4","","","","",""
"","5 Edgewater Dr 5 5","5 EDGEWATER DR 5 5","","","","",""
"","67 Longfellow Road 7 5","67 LONGFELLOW RD 7 5","","","","",""
"","7 Sprague Rd 7 6","7 SPRAGUE RD 7 6","","","","",""
"","31 Brook St 6 3","31 BROOK ST 6 3","","","","",""
"","77 Royalston Road 4 5","77 ROYALSTON RD 4 5","","","","",""
"","32 Maugus Ave 7 3","32 MAUGUS AVE 7 3","","","","",""
"","10 Old Colony 5 4","10 OLD COLONY 5 4","","","","",""
"","19 Colgate Rd 5 3","19 COLGATE RD 5 3","","","","",""
"","11 Fisher Avenue 5 4","11 FISHER AVE 5 4","","","","",""
"","10 Sturbridge Road 5 2","10 STURBRIDGE RD 5 2","","","","",""
"","22 Saunders Ter 4 5","22 SAUNDERS TER 4 5","","","","",""
"","129 Hampshire Rd 5 5","129 HAMPSHIRE RD 5 5","","","","",""
"","14 Strathmore Rd 5 5","14 STRATHMORE RD 5 5","","","","",""
"","46 Garden Road 4 4","46 GARDEN RD 4 4","","","","",""
"","60 Windsor Road 3 2","60 WINDSOR RD 3 2","","","","",""
"","38 Earle Road 5 4","38 EARLE RD 5 4","","","","",""
"","7 Kipling Road 7 6","7 KIPLING RD 7 6","","","","",""
"","7 Nantucket Road 4 3","7 NANTUCKET RD 4 3","","","","",""
"","15 Old Town Road 4 4","15 OLD TOWN RD 4 4","","","","",""
"","3R Westminster Cir 5 3","3R WESTMINSTER CIR 5 3","","","","",""
"","51 Wareland Road 4 3","51 WARELAND RD 4 3","","","","",""
"","115 Great Plain Ave 5 5","115 GREAT PLAIN AVE 5 5","","","","",""
"","42 Elm Street 6 5","42 ELM ST 6 5","","","","",""
"","12 Glen Brook Rd 4 3","12 GLEN BROOK RD 4 3","","","","",""
"","101 Abbott Rd 6 4","101 ABBOTT RD 6 4","","","","",""
"","21 Wedgwood 6 5","21 WEDGWOOD 6 5","","","","",""
"","66 Standish Cir 5 4","66 STANDISH CIR 5 4","","","","",""
"","69 Forest St 4 4","69 FOREST ST 4 4","","","","",""
"","112 Abbott Road 5 4","112 ABBOTT RD 5 4","","","","",""
"","3 Winding River Cir 5 4","3 WINDING RIVER CIR 5 4","","","","",""
"","Lot 25 Leewood 5 6","LOT 25 LEEWOOD 5 6","","","","",""
"","33 MAUGUS HILL ROAD 5 5","33 MAUGUS HILL RD 5 5","","","","",""
"","39 Sagamore Rd 4 2","39 SAGAMORE RD 4 2","","","","",""
"","904 Washington St 6 3","904 WASHINGTON ST 6 3","","","","",""
"","11 Bradley Ave 5 4","11 BRADLEY AVE 5 4","","","","",""
"","42 Chestnut Street 5 3","42 CHESTNUT ST 5 3","","","","",""
"","38 Kenilworth Road 5 4","38 KENILWORTH RD 5 4","","","","",""
"","19 Indian Springs Way 6 3","19 INDIAN SPRINGS WAY 6 3","","","","",""
"","116 Hampshire Rd 5 3","116 HAMPSHIRE RD 5 3","","","","",""
"","26 Croton 4 4","26 CROTON 4 4","","","","",""
"","138 Hampshire Rd 5 3","138 HAMPSHIRE RD 5 3","","","","",""
"","31 Atwood Street 5 4","31 ATWOOD ST 5 4","","","","",""
"","200-202 Washington Street 5 5","200-202 WASHINGTON ST 5 5","","","","",""
"","40 Hampshire Rd 4 3","40 HAMPSHIRE RD 4 3","","","","",""
"","7 Edmunds Rd 6 5","7 EDMUNDS RD 6 5","","","","",""
"","35 Lehigh Rd 5 4","35 LEHIGH RD 5 4","","","","",""
"","44 Norwich Road 4 3","44 NORWICH RD 4 3","","","","",""
"","7 Chestnut St 6 3","7 CHESTNUT ST 6 3","","","","",""
"","5 Wynnewood Road 4 4","5 WYNNEWOOD RD 4 4","","","","",""
"","2 Burnett Ln 5 5","2 BURNETT LN 5 5","","","","",""
"","11 Mountview Rd 5 3","11 MOUNTVIEW RD 5 3","","","","",""
"","11 Scotch Pine Cir 4 4","11 SCOTCH PINE CIR 4 4","","","","",""
"","8 Sumner Rd. 5 2","8 SUMNER RD 5 2","","","","",""
"","14 Plymouth Road 5 4","14 PLYMOUTH RD 5 4","","","","",""
"","151 Cliff Rd 6 3","151 CLIFF RD 6 3","","","","",""
"","117 Grove St 5 4","117 GROVE ST 5 4","","","","",""
"","1 Hickory Rd 4 4","1 HICKORY RD 4 4","","","","",""
"","24 Mayo Road 4 4","24 MAYO RD 4 4","","","","",""
"","31 Lathrop Rd 5 3","31 LATHROP RD 5 3","","","","",""
"","193 Bristol Rd 4 3","193 BRISTOL RD 4 3","","","","",""
"","38 Lehigh Rd 4 4","38 LEHIGH RD 4 4","","","","",""
"","90 Dover Rd 4 4","90 DOVER RD 4 4","","","","",""
"","1 Edmunds Road 8 7","1 EDMUNDS RD 8 7","","","","",""
"","23 Plymouth Road 5 4","23 PLYMOUTH RD 5 4","","","","",""
"","8 Old Farm Rd 5 4","8 OLD FARM RD 5 4","","","","",""
"","43 Tanglewood Rd 5 3","43 TANGLEWOOD RD 5 3","","","","",""
"","6 Clifford St 5 6","6 CLIFFORD ST 5 6","","","","",""
"","8 Great Plain Ave 5 5","8 GREAT PLAIN AVE 5 5","","","","",""
"","84 Pleasant Street 5 4","84 PLEASANT ST 5 4","","","","",""
"","10 Hawthorne Rd 5 3","10 HAWTHORNE RD 5 3","","","","",""
"","22 Northgate Rd 5 4","22 NORTHGATE RD 5 4","","","","",""
"","1 Brookdale Ave 4 4","1 BROOKDALE AVE 4 4","","","","",""
"","9 Old Town Road 4 3","9 OLD TOWN RD 4 3","","","","",""
"","9 Livermore Rd 6 4","9 LIVERMORE RD 6 4","","","","",""
"","238 Oakland Street 5 5","238 OAKLAND ST 5 5","","","","",""
"","15 Marshall Rd 5 5","15 MARSHALL RD 5 5","","","","",""
"","2 Simpson Rd 4 4","2 SIMPSON RD 4 4","","","","",""
"","47 MacArthur 5 4","47 MACARTHUR 5 4","","","","",""
"","37 Woodcliff Rd 4 3","37 WOODCLIFF RD 4 3","","","","",""
"","23 Plymouth 5 4","23 PLYMOUTH 5 4","","","","",""
"","4 Beebe Way 5 3","4 BEEBE WAY 5 3","","","","",""
"","2 Shadow Lane 4 4","2 SHADOW LN 4 4","","","","",""
"","34 Livermore Rd 6 3","34 LIVERMORE RD 6 3","","","","",""
"","112 Great Plain Ave 4 6","112 GREAT PLAIN AVE 4 6","","","","",""
"","84 Hopkinson 5 4","84 HOPKINSON 5 4","","","","",""
"","56 Arnold Rd 4 3","56 ARNOLD RD 4 3","","","","",""
"","65 Old Farm Rd 5 3","65 OLD FARM RD 5 3","","","","",""
"","19 Dunedin Road 4 4","19 DUNEDIN RD 4 4","","","","",""
"","139 Overbrook Dr 5 5","139 OVERBROOK DR 5 5","","","","",""
"","75 Old Farm Road 5 2","75 OLD FARM RD 5 2","","","","",""
"","119 Brook St 4 3","119 BROOK ST 4 3","","","","",""
"","489 Worcester Street 6 4","489 WORCESTER ST 6 4","","","","",""
"","43 Greylock Rd 5 3","43 GREYLOCK RD 5 3","","","","",""
"","129 Washington St 5 4","129 WASHINGTON ST 5 4","","","","",""
"","38 Halsey Avenue 4 4","38 HALSEY AVE 4 4","","","","",""
"","20 Dean Rd 5 3","20 DEAN RD 5 3","","","","",""
"","16 College Rd 5 5","16 COLLEGE RD 5 5","","","","",""
"","58 Norwich Road 4 3","58 NORWICH RD 4 3","","","","",""
"","12 Tennyson Road 6 4","12 TENNYSON RD 6 4","","","","",""
"","24 Damien Road 6 4","24 DAMIEN RD 6 4","","","","",""
"","197 Grove Street 4 3","197 GROVE ST 4 3","","","","",""
"","21 Arnold Road 4 4","21 ARNOLD RD 4 4","","","","",""
"","11 Dunedin Rd 4 5","11 DUNEDIN RD 4 5","","","","",""
"","12 Swarthmore Rd 4 3","12 SWARTHMORE RD 4 3","","","","",""
"","36 Hodges Ave 4 3","36 HODGES AVE 4 3","","","","",""
"","10 Sturbridge Rd 5 2","10 STURBRIDGE RD 5 2","","","","",""
"","5 Claflin Road 5 5","5 CLAFLIN RD 5 5","","","","",""
"","5 Cliff Road 6 4","5 CLIFF RD 6 4","","","","",""
"","16 Mayo Rd 5 4","16 MAYO RD 5 4","","","","",""
"","8 Garden Road 6 3","8 GARDEN RD 6 3","","","","",""
"","112 Westgate Road 5 4","112 WESTGATE RD 5 4","","","","",""
"","14 Peirce Rd 6 5","14 PEIRCE RD 6 5","","","","",""
"","19 Ridge Hill Farm Rd 2 3","19 RIDGE HILL FARM RD 2 3","","","","",""
"","36 Edmunds Rd 5 3","36 EDMUNDS RD 5 3","","","","",""
"","46 Pilgrim Rd 5 4","46 PILGRIM RD 5 4","","","","",""
"","26 Yarmouth Rd 6 4","26 YARMOUTH RD 6 4","","","","",""
"","46 Yarmouth Rd 5 2","46 YARMOUTH RD 5 2","","","","",""
"","8 Hampden St 4 3","8 HAMPDEN ST 4 3","","","","",""
"","61 Arnold Road 4 2","61 ARNOLD RD 4 2","","","","",""
"","3 Livermore Rd 4 3","3 LIVERMORE RD 4 3","","","","",""
"","6 Hastings Street 4 5","6 HASTINGS ST 4 5","","","","",""
"","10 College Rd 5 4","10 COLLEGE RD 5 4","","","","",""
"","15 Woodridge Road 5 3","15 WOODRIDGE RD 5 3","","","","",""
"","9 Salem Road 5 3","9 SALEM RD 5 3","","","","",""
"","24 Birch Road 5 4","24 BIRCH RD 5 4","","","","",""
"","34 Lowell Rd 5 3","34 LOWELL RD 5 3","","","","",""
"","22 Maurice Rd 5 4","22 MAURICE RD 5 4","","","","",""
"","21 Lawrence Road 4 3","21 LAWRENCE RD 4 3","","","","",""
"","8 Lincoln Circle 4 3","8 LINCOLN CIR 4 3","","","","",""
"","37 Hickory Road 5 4","37 HICKORY RD 5 4","","","","",""
"","16 Marshall Rd 4 4","16 MARSHALL RD 4 4","","","","",""
"","37 Garrison Rd 6 5","37 GARRISON RD 6 5","","","","",""
"","30 Mayo Rd 5 3","30 MAYO RD 5 3","","","","",""
"","175 Oakland St 4 3","175 OAKLAND ST 4 3","","","","",""
"","48 MacArthur Rd 4 4","48 MACARTHUR RD 4 4","","","","",""
"","18 Leighton Rd 6 3","18 LEIGHTON RD 6 3","","","","",""
"","37 Leewood Rd 4 4","37 LEEWOOD RD 4 4","","","","",""
"","137 Hampshire Rd 4 2","137 HAMPSHIRE RD 4 2","","","","",""
"","88 Manor Ave 4 4","88 MANOR AVE 4 4","","","","",""
"","121 Forest St 5 3","121 FOREST ST 5 3","","","","",""
"","65 Donizetti St 4 3","65 DONIZETTI ST 4 3","","","","",""
"","41 Leighton Road 5 3","41 LEIGHTON RD 5 3","","","","",""
"","15 Larch Rd 5 3","15 LARCH RD 5 3","","","","",""
"","34 Greenwood Rd 5 4","34 GREENWOOD RD 5 4","","","","",""
"","10 Winthrop Rd 4 3","10 WINTHROP RD 4 3","","","","",""
"","9 Durant Road 5 4","9 DURANT RD 5 4","","","","",""
"","135 Washington St 5 3","135 WASHINGTON ST 5 3","","","","",""
"","3 Wilde Rd 4 5","3 WILDE RD 4 5","","","","",""
"","30 Alba Rd 4 4","30 ALBA RD 4 4","","","","",""
"","21 Old Colony Rd 5 3","21 OLD COLONY RD 5 3","","","","",""
"","2 Wildon Road 4 2","2 WILDON RD 4 2","","","","",""
"","11 Sawyer Rd 5 3","11 SAWYER RD 5 3","","","","",""
"","10 Meadowbrook Road 4 2","10 MEADOWBROOK RD 4 2","","","","",""
"","35 Halsey Ave 4 4","35 HALSEY AVE 4 4","","","","",""
"","68 Lowell Road 4 4","68 LOWELL RD 4 4","","","","",""
"","155 Forest Street 6 4","155 FOREST ST 6 4","","","","",""
"","11 Bobolink Road 5 4","11 BOBOLINK RD 5 4","","","","",""
"","33 Hickory Road 5 4","33 HICKORY RD 5 4","","","","",""
"","77 Forest St 4 3","77 FOREST ST 4 3","","","","",""
"","141 Hampshire Rd 5 5","141 HAMPSHIRE RD 5 5","","","","",""
"","8 Hodges 5 3","8 HODGES 5 3","","","","",""
"","39 Crown Ridge Road 4 3","39 CROWN RIDGE RD 4 3","","","","",""
"","28 Sturbridge Rd 4 2","28 STURBRIDGE RD 4 2","","","","",""
"","22 Northgate Rd. 5 4","22 NORTHGATE RD 5 4","","","","",""
"","11 Appian Dr 5 4","11 APPIAN DR 5 4","","","","",""
"","18 Maugus Ave 15 8","18 MAUGUS AVE 15 8","","","","",""
"","7 Fuller Road 4 2","7 FULLER RD 4 2","","","","",""
"","67 Smith Street 5 3","67 SMITH ST 5 3","","","","",""
"","170 Grove Street 4 2","170 GROVE ST 4 2","","","","",""
"","283 Walnut St 4 3","283 WALNUT ST 4 3","","","","",""
"","41 Bradford Rd 4 3","41 BRADFORD RD 4 3","","","","",""
"","22 Dunedin Rd 5 4","22 DUNEDIN RD 5 4","","","","",""
"","39 Radcliffe Rd 4 3","39 RADCLIFFE RD 4 3","","","","",""
"","30 Falmouth Rd 5 3","30 FALMOUTH RD 5 3","","","","",""
"","9 Argyle Ave 4 4","9 ARGYLE AVE 4 4","","","","",""
"","20 Sturbridge Road 4 3","20 STURBRIDGE RD 4 3","","","","",""
"","15 Homestead Rd 6 4","15 HOMESTEAD RD 6 4","","","","",""
"","17 Colby 6 5","17 COLBY 6 5","","","","",""
"","37 Chestnut Street 4 3","37 CHESTNUT ST 4 3","","","","",""
"","2 Heckle Street 5 4","2 HECKLE ST 5 4","","","","",""
"","92 Royalston Rd 3 2","92 ROYALSTON RD 3 2","","","","",""
"","115 Woodlawn Ave 4 3","115 WOODLAWN AVE 4 3","","","","",""
"","79 Manor Ave 4 4","79 MANOR AVE 4 4","","","","",""
"","32 Lantern Lane 5 4","32 LANTERN LN 5 4","","","","",""
"","36 Jackson Rd 5 3","36 JACKSON RD 5 3","","","","",""
"","91 Edmunds Rd 5 4","91 EDMUNDS RD 5 4","","","","",""
"","52 Wareland Road 5 4","52 WARELAND RD 5 4","","","","",""
"","8 HOMESTEAD RD 5 4","8 HOMESTEAD RD 5 4","","","","",""
"","115 Lowell Road 5 4","115 LOWELL RD 5 4","","","","",""
"","31 Barnstable Road 5 3","31 BARNSTABLE RD 5 3","","","","",""
"","65 Westgate 4 4","65 WESTGATE 4 4","","","","",""
"","12 Earle Rd 4 4","12 EARLE RD 4 4","","","","",""
"","40 Boulder Brook Rd 5 4","40 BOULDER BROOK RD 5 4","","","","",""
"","32 Mansfield Rd 5 5","32 MANSFIELD RD 5 5","","","","",""
"","14 Deerfield Rd 4 2","14 DEERFIELD RD 4 2","","","","",""
"","260 Wellesley Ave 5 2","260 WELLESLEY AVE 5 2","","","","",""
"","83 Westgate Rd 4 2","83 WESTGATE RD 4 2","","","","",""
"","345 Worcester Street (Carriage Rd) 4 4","345 WORCESTER ST (CARRIAGE RD) 4 4","","","","",""
"","117 Abbott Road 4 2","117 ABBOTT RD 4 2","","","","",""
"","266 Weston Rd 4 2","266 WESTON RD 4 2","","","","",""
"","72 Great Plain Avenue 4 4","72 GREAT PLAIN AVE 4 4","","","","",""
"","150 Oakland Street 4 2","150 OAKLAND ST 4 2","","","","",""
"","30 Lantern Lane 5 4","30 LANTERN LN 5 4","","","","",""
"","120 Forest Street 5 3","120 FOREST ST 5 3","","","","",""
"","15 Norwich Road 4 3","15 NORWICH RD 4 3","","","","",""
"","26 Arnold Rd 4 2","26 ARNOLD RD 4 2","","","","",""
"","23 Northgate Rd 5 3","23 NORTHGATE RD 5 3","","","","",""
"","8 Mansfield Rd 4 4","8 MANSFIELD RD 4 4","","","","",""
"","72 Fairbanks Ave 5 3","72 FAIRBANKS AVE 5 3","","","","",""
"","108 Abbott Road 6 3","108 ABBOTT RD 6 3","","","","",""
"","11 Mansfield Rd 5 4","11 MANSFIELD RD 5 4","","","","",""
"","16 Ledyard St 5 4","16 LEDYARD ST 5 4","","","","",""
"","54 Crown Ridge Road 5 3","54 CROWN RIDGE RD 5 3","","","","",""
"","26 Edmunds Rd 4 3","26 EDMUNDS RD 4 3","","","","",""
"","84 Audubon Rd 5 4","84 AUDUBON RD 5 4","","","","",""
"","11 Shadow Lane 4 3","11 SHADOW LN 4 3","","","","",""
"","24 Kimlo Road 5 3","24 KIMLO RD 5 3","","","","",""
"","110 Suffolk Rd 5 2","110 SUFFOLK RD 5 2","","","","",""
"","3 Auburn Rd 4 2","3 AUBURN RD 4 2","","","","",""
"","43 Fiske Rd 4 2","43 FISKE RD 4 2","","","","",""
"","66 Oak St 4 3","66 OAK ST 4 3","","","","",""
"","46 Overbrook Dr 4 3","46 OVERBROOK DR 4 3","","","","",""
"","46 Earle Road 4 3","46 EARLE RD 4 3","","","","",""
"","28 Sheridan Rd 5 5","28 SHERIDAN RD 5 5","","","","",""
"","171 Benvenue St 4 3","171 BENVENUE ST 4 3","","","","",""
"","33 Longmeadow Rd 4 3","33 LONGMEADOW RD 4 3","","","","",""
"","58 Fiske Road 4 2","58 FISKE RD 4 2","","","","",""
"","35 Sawyer Rd 4 3","35 SAWYER RD 4 3","","","","",""
"","107 Dover Rd 3 3","107 DOVER RD 3 3","","","","",""
"","98 Beechwood Rd 5 3","98 BEECHWOOD RD 5 3","","","","",""
"","33 Tennyson Road 4 2","33 TENNYSON RD 4 2","","","","",""
"","15 Tennyson Rd 4 3","15 TENNYSON RD 4 3","","","","",""
"","25 Chatham Circle 4 4","25 CHATHAM CIR 4 4","","","","",""
"","53 Audubon Rd 4 3","53 AUDUBON RD 4 3","","","","",""
"","58 Cartwright Road 6 6","58 CARTWRIGHT RD 6 6","","","","",""
"","375 Linden St 5 4","375 LINDEN ST 5 4","","","","",""
"","15 Arnold Rd 4 2","15 ARNOLD RD 4 2","","","","",""
"","452 Weston Road 4 4","452 WESTON RD 4 4","","","","",""
"","32 Forest St 4 2","32 FOREST ST 4 2","","","","",""
"","14 Birch Rd 4 2","14 BIRCH RD 4 2","","","","",""
"","26 Lantern Lane 5 3","26 LANTERN LN 5 3","","","","",""
"","1 Ingleside Road 5 4","1 INGLESIDE RD 5 4","","","","",""
"","19 Shadow Ln 4 4","19 SHADOW LN 4 4","","","","",""
"","11 Hillside Rd 5 2","11 HILLSIDE RD 5 2","","","","",""
"","71 Emerson Road 4 2","71 EMERSON RD 4 2","","","","",""
"","11 Trinity Ct 4 2","11 TRINITY CT 4 2","","","","",""
"","342 Linden St 4 2","342 LINDEN ST 4 2","","","","",""
"","30 Crestwood Drive 4 3","30 CRESTWOOD DR 4 3","","","","",""
"","128 Forest Street 4 4","128 FOREST ST 4 4","","","","",""
"","159 Glen Rd 5 4","159 GLEN RD 5 4","","","","",""
"","42 Richland Rd 5 3","42 RICHLAND RD 5 3","","","","",""
"","36 Emerson Rd 4 3","36 EMERSON RD 4 3","","","","",""
"","64 Whittier Rd 4 3","64 WHITTIER RD 4 3","","","","",""
"","26 Oakencroft Road 5 3","26 OAKENCROFT RD 5 3","","","","",""
"","33 Lexington Road 4 4","33 LEXINGTON RD 4 4","","","","",""
"","15 Linwood Road 4 3","15 LINWOOD RD 4 3","","","","",""
"","60 Dover Rd 5 3","60 DOVER RD 5 3","","","","",""
"","119 Brook St 4 3","119 BROOK ST 4 3","","","","",""
"","14 Lexington Rd 4 2","14 LEXINGTON RD 4 2","","","","",""
"","62 Westgate Road 5 3","62 WESTGATE RD 5 3","","","","",""
"","9 Madison Road 4 4","9 MADISON RD 4 4","","","","",""
