record_id,address_raw,address_norm,date_submitted,est_cost,demo_cost,record_status,type_of_work
"","53 Maugus Hill Road 6 8","53 MAUGUS HILL RD 6 8","","","","",""
"","20 Wedgwood Rd 5 4","20 WEDGWOOD RD 5 4","","","","",""
"","143 Brook St 6 5","143 BROOK ST 6 5","","","","",""
"","9 Ravine 1 1","9 RAVINE 1 1","","","","",""
"","50 Temple Rd 5 5","50 TEMPLE RD 5 5","","","","",""
"","92 Old Colony Road 5 4","92 OLD COLONY RD 5 4","","","","",""
"","36 Ridge Hill Farm 5 4","36 RIDGE HILL FARM 5 4","","","","",""
"","21 Cushing Road 5 4","21 CUSHING RD 5 4","","","","",""
"","36 Old Farm Rd 5 5","36 OLD FARM RD 5 5","","","","",""
"","22 Priscilla Cir 6 5","22 PRISCILLA CIR 6 5","","","","",""
"","10 Livingston Rd 5 5","10 LIVINGSTON RD 5 5","","","","",""
"","14 Plymouth Rd 5 4","14 PLYMOUTH RD 5 4","","","","",""
"","178 Lowell Road 5 4","178 LOWELL RD 5 4","","","","",""
"","45 Westgate Rd 5 4","45 WESTGATE RD 5 4","","","","",""
"","7 Ingersoll Rd 5 5","7 INGERSOLL RD 5 5","","","","",""
"","18 Park Avenue 5 6","18 PARK AVE 5 6","","","","",""
"","10 Great Plain Ave 6 6","10 GREAT PLAIN AVE 6 6","","","","",""
"","19 Sheridan Rd 5 5","19 SHERIDAN RD 5 5","","","","",""
"","105 Elmwood Road 4 4","105 ELMWOOD RD 4 4","","","","",""
"","16 Upland Road 6 5","16 UPLAND RD 6 5","","","","",""
"","10 Benton Street 5 5","10 BENTON ST 5 5","","","","",""
"","5 Beard Way 7 6","5 BEARD WAY 7 6","","","","",""
"","21 Colburn Rd 6 6","21 COLBURN RD 6 6","","","","",""
"","130 Great Plain Ave 5 5","130 GREAT PLAIN AVE 5 5","","","","",""
"","60 Damien Rd 5 6","60 DAMIEN RD 5 6","","","","",""
"","5 Rockridge Road 5 4","5 ROCKRIDGE RD 5 4","","","","",""
"","196 Washington St 5 4","196 WASHINGTON ST 5 4","","","","",""
"","34 Chesterton Road 5 4","34 CHESTERTON RD 5 4","","","","",""
"","14 Rockridge Rd 6 5","14 ROCKRIDGE RD 6 5","","","","",""
"","1 Beard Way 5 5","1 BEARD WAY 5 5","","","","",""
"","202 Bristol Road 6 7","202 BRISTOL RD 6 7","","","","",""
"","23 Wall Street 4 4","23 WALL ST 4 4","","","","",""
"","7 Appian Dr 5 6","7 APPIAN DR 5 6","","","","",""
"","149 Bristol Road 5 4","149 BRISTOL RD 5 4","","","","",""
"","21 Cushing Rd 5 4","21 CUSHING RD 5 4","","","","",""
"","32 Twitchell St 6 4","32 TWITCHELL ST 6 4","","","","",""
"","27 College Road 6 5","27 COLLEGE RD 6 5","","","","",""
"","51 Boulder Brook Rd 5 4","51 BOULDER BROOK RD 5 4","","","","",""
"","32 S. Woodside Ave 5 4","32 S WOODSIDE AVE 5 4","","","","",""
"","38 Fuller Brook Rd 6 5","38 FULLER BROOK RD 6 5","","","","",""
"","1 Fletcher Rd 6 5","1 FLETCHER RD 6 5","","","","",""
"","69 Forest St 4 4","69 FOREST ST 4 4","","","","",""
"","5 Cliff Road 5 4","5 CLIFF RD 5 4","","","","",""
"","24 Jackson Rd 6 4","24 JACKSON RD 6 4","","","","",""
"","19 Abbott Rd 5 4","19 ABBOTT RD 5 4","","","","",""
"","64 Yarmouth Rd 5 3","64 YARMOUTH RD 5 3","","","","",""
"","68 Crest Road 6 3","68 CREST RD 6 3","","","","",""
"","11 Alba Road 5 5","11 ALBA RD 5 5","","","","",""
"","19 Radcliffe Rd 4 3","19 RADCLIFFE RD 4 3","","","","",""
"","198 Winding River Rd 5 3","198 WINDING RIVER RD 5 3","","","","",""
"","33 Maugus Hill Road 5 5","33 MAUGUS HILL RD 5 5","","","","",""
"","86 Parker 5 4","86 PARKER 5 4","","","","",""
"","10 Ingersoll Road 5 5","10 INGERSOLL RD 5 5","","","","",""
"","65 Pleasant Street 5 4","65 PLEASANT ST 5 4","","","","",""
"","26 Edmunds Road 4 3","26 EDMUNDS RD 4 3","","","","",""
"","9 Smith Street 5 6","9 SMITH ST 5 6","","","","",""
"","91 Seaver Street 5 5","91 SEAVER ST 5 5","","","","",""
"","34 Garrison Rd 5 4","34 GARRISON RD 5 4","","","","",""
"","21 Pine Ridge Rd 5 4","21 PINE RIDGE RD 5 4","","","","",""
"","51 Beverly Rd 5 4","51 BEVERLY RD 5 4","","","","",""
"","7 Kipling Road 7 6","7 KIPLING RD 7 6","","","","",""
"","11 Winding River Cir 5 4","11 WINDING RIVER CIR 5 4","","","","",""
"","10 Longfellow Rd 4 3","10 LONGFELLOW RD 4 3","","","","",""
"","3 Ordway Rd 6 4","3 ORDWAY RD 6 4","","","","",""
"","47 Cypress Rd 5 6","47 CYPRESS RD 5 6","","","","",""
"","46 Garden Rd 4 4","46 GARDEN RD 4 4","","","","",""
"","169 Grove St 4 4","169 GROVE ST 4 4","","","","",""
"","60 Halsey Ave 5 4","60 HALSEY AVE 5 4","","","","",""
"","68 Parker Rd 5 4","68 PARKER RD 5 4","","","","",""
"","52 Ridge Hill Farm Rd 5 4","52 RIDGE HILL FARM RD 5 4","","","","",""
"","14 Oakencroft Road 4 3","14 OAKENCROFT RD 4 3","","","","",""
"","250 Weston Rd 5 4","250 WESTON RD 5 4","","","","",""
"","7 Beard Way 4 5","7 BEARD WAY 4 5","","","","",""
"","53 Park Avenue 5 6","53 PARK AVE 5 6","","","","",""
"","70 Old Farm Rd 2 1","70 OLD FARM RD 2 1","","","","",""
"","2 Kenilworth Road 5 3","2 KENILWORTH RD 5 3","","","","",""
"","18 Patton Road 6 6","18 PATTON RD 6 6","","","","",""
"","24 Hampden St 6 5","24 HAMPDEN ST 6 5","","","","",""
"","24 Summit Road 6 4","24 SUMMIT RD 6 4","","","","",""
"","14 Princeton Rd 5 4","14 PRINCETON RD 5 4","","","","",""
"","50 Crestwood Dr 5 5","50 CRESTWOOD DR 5 5","","","","",""
"","229 Bristol Rd 4 4","229 BRISTOL RD 4 4","","","","",""
"","11 Crown Ridge Road 5 4","11 CROWN RIDGE RD 5 4","","","","",""
"","27 Boulevard Rd 5 5","27 BLVD RD 5 5","","","","",""
"","45 Old Colony Road 5 3","45 OLD COLONY RD 5 3","","","","",""
"","21 Sterling Rd 4 3","21 STERLING RD 4 3","","","","",""
"","46 Pilgrim Rd 5 4","46 PILGRIM RD 5 4","","","","",""
"","15 Longmeadow Rd 5 4","15 LONGMEADOW RD 5 4","","","","",""
"","29 Woodcliff Rd 4 4","29 WOODCLIFF RD 4 4","","","","",""
"","56 White Oak Road 5 4","56 WHITE OAK RD 5 4","","","","",""
"","11 Cypress Road 6 4","11 CYPRESS RD 6 4","","","","",""
"","120 Hampshire Rd 4 4","120 HAMPSHIRE RD 4 4","","","","",""
"","68 Pleasant St 5 4","68 PLEASANT ST 5 4","","","","",""
"","20 Marshall Rd 5 5","20 MARSHALL RD 5 5","","","","",""
"","36 Sheridan Road 5 4","36 SHERIDAN RD 5 4","","","","",""
"","24 Lincoln Road 4 4","24 LINCOLN RD 4 4","","","","",""
"","130 Great Plain Avenue 5 5","130 GREAT PLAIN AVE 5 5","","","","",""
"","15 Rockridge Road 4 3","15 ROCKRIDGE RD 4 3","","","","",""
"","21 Mansfield Rd 6 4","21 MANSFIELD RD 6 4","","","","",""
"","265 Weston Rd 5 5","265 WESTON RD 5 5","","","","",""
"","11 Shaw Road 5 4","11 SHAW RD 5 4","","","","",""
"","23 Colgate Road 5 5","23 COLGATE RD 5 5","","","","",""
"","29 Tennyson Rd 5 4","29 TENNYSON RD 5 4","","","","",""
"","110 Hampshire Rd 5 3","110 HAMPSHIRE RD 5 3","","","","",""
"","36 Avon Road 5 3","36 AVON RD 5 3","","","","",""
"","28 Wall St 5 4","28 WALL ST 5 4","","","","",""
"","88 Hopkinson Street 5 5","88 HOPKINSON ST 5 5","","","","",""
"","460 Weston Road 5 5","460 WESTON RD 5 5","","","","",""
"","37 Oakridge Rd 5 3","37 OAKRIDGE RD 5 3","","","","",""
"","169 Hampshire Rd 4 3","169 HAMPSHIRE RD 4 3","","","","",""
"","36 Patton Rd 5 4","36 PATTON RD 5 4","","","","",""
"","11 Rockridge Road 5 4","11 ROCKRIDGE RD 5 4","","","","",""
"","112 Lowell Road 4 3","112 LOWELL RD 4 3","","","","",""
"","35 Albion Rd 5 4","35 ALBION RD 5 4","","","","",""
"","7 Atwood St 6 4","7 ATWOOD ST 6 4","","","","",""
"","53 Windsor Rd 4 4","53 WINDSOR RD 4 4","","","","",""
"","41 Chesterton Rd 5 4","41 CHESTERTON RD 5 4","","","","",""
"","121 Glen Rd 5 5","121 GLEN RD 5 5","","","","",""
"","135 Glen Road 5 3","135 GLEN RD 5 3","","","","",""
"","5 Greenbough Lane 5 3","5 GREENBOUGH LN 5 3","","","","",""
"","35 Halsey Ave 4 4","35 HALSEY AVE 4 4","","","","",""
"","45 Marshall Road 4 4","45 MARSHALL RD 4 4","","","","",""
"","173 Benvenue Street 5 5","173 BENVENUE ST 5 5","","","","",""
"","34 Bay View Rd 4 4","34 BAY VIEW RD 4 4","","","","",""
"","23 Lawrence Rd 5 3","23 LAWRENCE RD 5 3","","","","",""
"","8 Beverly Road 4 4","8 BEVERLY RD 4 4","","","","",""
"","93 Sagamore Rd 6 4","93 SAGAMORE RD 6 4","","","","",""
"","30 Colburn Rd 5 3","30 COLBURN RD 5 3","","","","",""
"","9 Patton Rd 4 4","9 PATTON RD 4 4","","","","",""
"","6 Halsey Avenue 4 4","6 HALSEY AVE 4 4","","","","",""
"","106 Bristol Rd 5 3","106 BRISTOL RD 5 3","","","","",""
"","40 Oakridge Road 5 4","40 OAKRIDGE RD 5 4","","","","",""
"","One Crown Ridge Rd 5 4","ONE CROWN RIDGE RD 5 4","","","","",""
"","68 Old Colony Rd 5 3","68 OLD COLONY RD 5 3","","","","",""
"","11 Shaw Rd 5 4","11 SHAW RD 5 4","","","","",""
"","16 Nantucket Rd 4 2","16 NANTUCKET RD 4 2","","","","",""
"","45 Stanford Rd. 4 4","45 STANFORD RD 4 4","","","","",""
"","133 Hampshire Rd 5 4","133 HAMPSHIRE RD 5 4","","","","",""
"","25 Crescent St 5 5","25 CRESCENT ST 5 5","","","","",""
"","21 Rockridge Rd 5 3","21 ROCKRIDGE RD 5 3","","","","",""
"","73 Ledgeways 6 5","73 LEDGEWAYS 6 5","","","","",""
"","169 Washington Street 5 4","169 WASHINGTON ST 5 4","","","","",""
"","10 Oakland Street 5 4","10 OAKLAND ST 5 4","","","","",""
"","19 Turner Rd 4 4","19 TURNER RD 4 4","","","","",""
"","91 Old Colony Road 4 3","91 OLD COLONY RD 4 3","","","","",""
"","23 Bobolink Rd 5 5","23 BOBOLINK RD 5 5","","","","",""
"","51 Abbott Road 6 4","51 ABBOTT RD 6 4","","","","",""
"","194 Grove St 4 2","194 GROVE ST 4 2","","","","",""
"","22 Oakencroft Rd 5 4","22 OAKENCROFT RD 5 4","","","","",""
"","24 Birch Rd 5 4","24 BIRCH RD 5 4","","","","",""
"","103 Westgate Rd 4 3","103 WESTGATE RD 4 3","","","","",""
"","12 Parker Road 5 5","12 PARKER RD 5 5","","","","",""
"","43 MacArthur Road 4 4","43 MACARTHUR RD 4 4","","","","",""
"","19 Turner Road 4 4","19 TURNER RD 4 4","","","","",""
"","12 Wildon Road 5 4","12 WILDON RD 5 4","","","","",""
"","2 Summit Road 4 4","2 SUMMIT RD 4 4","","","","",""
"","46 Lincoln Rd 4 3","46 LINCOLN RD 4 3","","","","",""
"","17 Paine St. 5 3","17 PAINE ST 5 3","","","","",""
"","59 Madison Road 4 3","59 MADISON RD 4 3","","","","",""
"","34 Bradford Road 5 3","34 BRADFORD RD 5 3","","","","",""
"","15 Colgate Rd 5 4","15 COLGATE RD 5 4","","","","",""
"","228 Grove St 4 3","228 GROVE ST 4 3","","","","",""
"","15 The Water Way 5 4","15 THE WATER WAY 5 4","","","","",""
"","81 Hampshire Rd 4 2","81 HAMPSHIRE RD 4 2","","","","",""
"","11 Roanoke Rd 5 5","11 ROANOKE RD 5 5","","","","",""
"","25 Brookdale Ave 4 3","25 BROOKDALE AVE 4 3","","","","",""
"","56 Woodcliff Rd 5 3","56 WOODCLIFF RD 5 3","","","","",""
"","37 Garden Road 6 4","37 GARDEN RD 6 4","","","","",""
"","30 Stanford Road 5 2","30 STANFORD RD 5 2","","","","",""
"","10 Cartwright Road 4 4","10 CARTWRIGHT RD 4 4","","","","",""
"","88 Albion Road 4 2","88 ALBION RD 4 2","","","","",""
"","21 Windsor Rd 6 3","21 WINDSOR RD 6 3","","","","",""
"","93 Seaver Street 5 5","93 SEAVER ST 5 5","","","","",""
"","71 Maugus Ave 5 3","71 MAUGUS AVE 5 3","","","","",""
"","33 Damien Rd 4 2","33 DAMIEN RD 4 2","","","","",""
"","74 Oak Street 5 4","74 OAK ST 5 4","","","","",""
"","4 Arden Road 5 3","4 ARDEN RD 5 3","","","","",""
"","16 Hobart Rd 5 3","16 HOBART RD 5 3","","","","",""
"","28 Clovelly 4 4","28 CLOVELLY 4 4","","","","",""
"","10 Allen Road 4 3","10 ALLEN RD 4 3","","","","",""
"","73 Greylock Rd 4 3","73 GREYLOCK RD 4 3","","","","",""
"","15 Barnstable Rd 4 4","15 BARNSTABLE RD 4 4","","","","",""
"","72 Great Plain Ave 4 4","72 GREAT PLAIN AVE 4 4","","","","",""
"","26 Cottage St. 5 3","26 COTTAGE ST 5 3","","","","",""
"","12 Cypress Rd 5 3","12 CYPRESS RD 5 3","","","","",""
"","54 Fiske Road 4 3","54 FISKE RD 4 3","","","","",""
"","24 Arnold Road 3 2","24 ARNOLD RD 3 2","","","","",""
"","33 Chatham Cir 4 4","33 CHATHAM CIR 4 4","","","","",""
"","15 Ridge Hill Farm Rd 3 2","15 RIDGE HILL FARM RD 3 2","","","","",""
"","30 Park Avenue 5 3","30 PARK AVE 5 3","","","","",""
"","5 Caroline Street 3 3","5 CAROLINE ST 3 3","","","","",""
"","5 Eisenhower Circle 5 3","5 EISENHOWER CIR 5 3","","","","",""
"","75 Maugus Ave 5 5","75 MAUGUS AVE 5 5","","","","",""
"","7 Turner Rd 5 3","7 TURNER RD 5 3","","","","",""
"","20 Manor Ave 4 5","20 MANOR AVE 4 5","","","","",""
"","49 Longfellow Road 4 3","49 LONGFELLOW RD 4 3","","","","",""
"","61 Eisenhower Cir 5 3","61 EISENHOWER CIR 5 3","","","","",""
"","106 Wellesley Ave 5 3","106 WELLESLEY AVE 5 3","","","","",""
"","153 Lowell Road 5 3","153 LOWELL RD 5 3","","","","",""
"","67 Maugus Ave 5 3","67 MAUGUS AVE 5 3","","","","",""
"","115 Woodlawn Ave 4 3","115 WOODLAWN AVE 4 3","","","","",""
"","287 Oakland Street 5 5","287 OAKLAND ST 5 5","","","","",""
"","40 Wildon Rd 5 3","40 WILDON RD 5 3","","","","",""
"","32 Standish Cir 2 2","32 STANDISH CIR 2 2","","","","",""
"","14 Haven Road 5 5","14 HAVEN RD 5 5","","","","",""
"","67 Overbrook Dr 5 4","67 OVERBROOK DR 5 4","","","","",""
"","16 Woodfield Rd 5 4","16 WOODFIELD RD 5 4","","","","",""
"","65 Temple Rd 5 3","65 TEMPLE RD 5 3","","","","",""
"","8 Lincoln Cir 4 3","8 LINCOLN CIR 4 3","","","","",""
"","35 Grantland Road 5 4","35 GRANTLAND RD 5 4","","","","",""
"","20 Summit Rd 4 4","20 SUMMIT RD 4 4","","","","",""
"","30 Southgate Road 4 2","30 SOUTHGATE RD 4 2","","","","",""
"","40 Carver Rd 4 4","40 CARVER RD 4 4","","","","",""
"","6 Dunedin Rd 4 4","6 DUNEDIN RD 4 4","","","","",""
"","2 Woodway Rd 5 3","2 WOODWAY RD 5 3","","","","",""
"","15 Swarthmore Rd 5 3","15 SWARTHMORE RD 5 3","","","","",""
"","61 Beechwood Rd 5 4","61 BEECHWOOD RD 5 4","","","","",""
"","268 Grove St 4 4","268 GROVE ST 4 4","","","","",""
"","28 Clifford Street 4 5","28 CLIFFORD ST 4 5","","","","",""
"","177 Hampshire Rd 5 2","177 HAMPSHIRE RD 5 2","","","","",""
"","20 Dover Rd 4 3","20 DOVER RD 4 3","","","","",""
"","20 Hunnewell St 4 4","20 HUNNEWELL ST 4 4","","","","",""
"","49 Tanglewood Rd 5 3","49 TANGLEWOOD RD 5 3","","","","",""
"","12 Longfellow Rd 4 3","12 LONGFELLOW RD 4 3","","","","",""
"","8 Hampden Street 4 3","8 HAMPDEN ST 4 3","","","","",""
"","26 Thomas Rd 5 4","26 THOMAS RD 5 4","","","","",""
"","2 Roanoke Road 5 2","2 ROANOKE RD 5 2","","","","",""
"","3 High Meadow Cir 5 3","3 HIGH MEADOW CIR 5 3","","","","",""
"","50 Upson Rd 4 3","50 UPSON RD 4 3","","","","",""
"","6 Marigold Avenue 4 4","6 MARIGOLD AVE 4 4","","","","",""
"","23 Louis Drive 4 3","23 LOUIS DR 4 3","","","","",""
"","9 Claflin Rd 4 4","9 CLAFLIN RD 4 4","","","","",""
"","108 Forest St 5 3","108 FOREST ST 5 3","","","","",""
"","11 Fife Road 4 4","11 FIFE RD 4 4","","","","",""
"","106 Great Plain Ave 4 4","106 GREAT PLAIN AVE 4 4","","","","",""
"","19 Ridge Hill Farm Road 2 3","19 RIDGE HILL FARM RD 2 3","","","","",""
"","9 Pinewood Rd 4 4","9 PINEWOOD RD 4 4","","","","",""
"","53 Abbott Road 3 2","53 ABBOTT RD 3 2","","","","",""
"","32 Standish Circle 6 4","32 STANDISH CIR 6 4","","","","",""
"","60 Chesterton Road 5 4","60 CHESTERTON RD 5 4","","","","",""
"","19 Marvin Road 4 3","19 MARVIN RD 4 3","","","","",""
"","26 Harris Ave 5 4","26 HARRIS AVE 5 4","","","","",""
"","116 Glen Rd 4 4","116 GLEN RD 4 4","","","","",""
"","12 Pine Ridge Rd 5 3","12 PINE RIDGE RD 5 3","","","","",""
"","86 Abbott Rd 4 3","86 ABBOTT RD 4 3","","","","",""
"","43 Elm St 4 3","43 ELM ST 4 3","","","","",""
"","26 South Woodside Ave 4 3","26 SOUTH WOODSIDE AVE 4 3","","","","",""
"","37 Hillside Rd 5 3","37 HILLSIDE RD 5 3","","","","",""
"","24 Forest Street 5 3","24 FOREST ST 5 3","","","","",""
"","19 Bryn Mawr Road 4 4","19 BRYN MAWR RD 4 4","","","","",""
"","15 Shelley Road 4 5","15 SHELLEY RD 4 5","","","","",""
"","6 Cottage Street 5 3","6 COTTAGE ST 5 3","","","","",""
"","37 Boulder Rd 4 3","37 BOULDER RD 4 3","","","","",""
"","7 Pinevale Ave 4 4","7 PINEVALE AVE 4 4","","","","",""
"","47 Audubon Rd 5 4","47 AUDUBON RD 5 4","","","","",""
"","46 Fiske Road 5 3","46 FISKE RD 5 3","","","","",""
"","19 Brookdale Ave 4 3","19 BROOKDALE AVE 4 3","","","","",""
"","77 Audubon Road 4 2","77 AUDUBON RD 4 2","","","","",""
"","18 Halsey Ave 4 4","18 HALSEY AVE 4 4","","","","",""
"","81 Garden Rd 5 3","81 GARDEN RD 5 3","","","","",""
"","90 Brook St 5 3","90 BROOK ST 5 3","","","","",""
"","25 Bryn Mawr Rd 5 3","25 BRYN MAWR RD 5 3","","","","",""
"","125 Manor Ave 4 3","125 MANOR AVE 4 3","","","","",""
"","26 Pembroke Rd 4 2","26 PEMBROKE RD 4 2","","","","",""
"","1 Richland Rd 4 2","1 RICHLAND RD 4 2","","","","",""
"","34 Bancroft Rd 4 3","34 BANCROFT RD 4 3","","","","",""
"","9 Oakland Street 5 2","9 OAKLAND ST 5 2","","","","",""
"","58 Norwich Road 4 3","58 NORWICH RD 4 3","","","","",""
"","14 Meadowbrook Road 4 2","14 MEADOWBROOK RD 4 2","","","","",""
"","234 Lowell Rd 4 3","234 LOWELL RD 4 3","","","","",""
"","78 Forest Street 6 3","78 FOREST ST 6 3","","","","",""
"","48 Jackson Rd 4 2","48 JACKSON RD 4 2","","","","",""
"","6 Bryn Mawr Rd 4 3","6 BRYN MAWR RD 4 3","","","","",""
"","24 Arnold Rd 3 2","24 ARNOLD RD 3 2","","","","",""
"","Lot 53 Prospect St 4 3","LOT 53 PROSPECT ST 4 3","","","","",""
"","1 Lafayette Circle 5 3","1 LAFAYETTE CIR 5 3","","","","",""
"","47 Norwich Rd 5 3","47 NORWICH RD 5 3","","","","",""
"","58 Cottage Street 4 2","58 COTTAGE ST 4 2","","","","",""
"","23 Howe St 5 3","23 HOWE ST 5 3","","","","",""
"","23 McLean Street 4 3","23 MCLEAN ST 4 3","","","","",""
"","21 Alden Rd 4 3","21 ALDEN RD 4 3","","","","",""
"","42 Northgate Rd 4 2","42 NORTHGATE RD 4 2","","","","",""
"","20 Fells Rd 4 4","20 FELLS RD 4 4","","","","",""
"","60 Manor Avenue 5 4","60 MANOR AVE 5 4","","","","",""
"","2 Wildon Road 4 2","2 WILDON RD 4 2","","","","",""
"","78 Hunnewell St 5 4","78 HUNNEWELL ST 5 4","","","","",""
"","85 Cedar Street 5 4","85 CEDAR ST 5 4","","","","",""
"","66 Suffolk Road 4 4","66 SUFFOLK RD 4 4","","","","",""
"","53 Woodlawn Ave 5 3","53 WOODLAWN AVE 5 3","","","","",""
"","19 Whittier Rd 4 3","19 WHITTIER RD 4 3","","","","",""
"","40 Radcliffe 5 2","40 RADCLIFFE 5 2","","","","",""
"","3 Strathmore Road 3 2","3 STRATHMORE RD 3 2","","","","",""
"","145 Great Plain Avenue 4 4","145 GREAT PLAIN AVE 4 4","","","","",""
"","77 Arnold Rd 4 3","77 ARNOLD RD 4 3","","","","",""
"","15 Allen Rd 4 2","15 ALLEN RD 4 2","","","","",""
"","16 Clifton Rd 4 3","16 CLIFTON RD 4 3","","","","",""
"","19 River Glen Rd 4 2","19 RIVER GLEN RD 4 2","","","","",""
"","45 White Oak Road 4 3","45 WHITE OAK RD 4 3","","","","",""
"","51 Avon Rd 3 2","51 AVON RD 3 2","","","","",""
"","33 Hunnewell St 4 3","33 HUNNEWELL ST 4 3","","","","",""
"","33 Upwey Road 4 2","33 UPWEY RD 4 2","","","","",""
"","201 Bristol Road 4 2","201 BRISTOL RD 4 2","","","","",""
"","44 Whittier Road 4 3","44 WHITTIER RD 4 3","","","","",""
"","39 Ingraham Road 4 3","39 INGRAHAM RD 4 3","","","","",""
"","14 Colgate Rd 4 3","14 COLGATE RD 4 3","","","","",""
"","21 Washburn Ave 3 3","21 WASHBURN AVE 3 3","","","","",""
"","76 McLean St 5 3","76 MCLEAN ST 5 3","","","","",""
"","94 Suffolk Rd 4 3","94 SUFFOLK RD 4 3","","","","",""
"","61 Eisenhower Cir 5 3","61 EISENHOWER CIR 5 3","","","","",""
"","28 Mansfield Rd 5 4","28 MANSFIELD RD 5 4","","","","",""
"","55 High Ledge Ave 4 3","55 HIGH LEDGE AVE 4 3","","","","",""
"","17 Russell Road 4 2","17 RUSSELL RD 4 2","","","","",""
"","155 Cedar Street 4 3","155 CEDAR ST 4 3","","","","",""
"","50 Northgate Rd 4 3","50 NORTHGATE RD 4 3","","","","",""
"","56 Edgemoor Ave 7 4","56 EDGEMOOR AVE 7 4","","","","",""
"","3 Colby Rd 4 4","3 COLBY RD 4 4","","","","",""
"","7 Crescent Street 4 2","7 CRESCENT ST 4 2","","","","",""
"","8 Old Town Rd 5 3","8 OLD TOWN RD 5 3","","","","",""
"","11 Brookmere Avenue 4 2","11 BROOKMERE AVE 4 2","","","","",""
"","131 Brook St 4 2","131 BROOK ST 4 2","","","","",""
"","3 Dukes Rd 4 3","3 DUKES RD 4 3","","","","",""
"","79 Donizetti St 5 4","79 DONIZETTI ST 5 4","","","","",""
"","86 Whittier Rd 4 3","86 WHITTIER RD 4 3","","","","",""
"","33 Thackeray Rd 5 3","33 THACKERAY RD 5 3","","","","",""
"","30 Eisenhower Cir 4 2","30 EISENHOWER CIR 4 2","","","","",""
"","27 Appleby Rd 4 3","27 APPLEBY RD 4 3","","","","",""
"","55 Arnold Rd 3 2","55 ARNOLD RD 3 2","","","","",""
"","31 College Road 5 3","31 COLLEGE RD 5 3","","","","",""
"","109 Suffolk Rd 4 2","109 SUFFOLK RD 4 2","","","","",""
"","46 Overbrook Dr 4 3","46 OVERBROOK DR 4 3","","","","",""
"","96 Bristol Road 4 2","96 BRISTOL RD 4 2","","","","",""
"","40 Audubon Rd 4 2","40 AUDUBON RD 4 2","","","","",""
"","51 Overbrook Dr 4 3","51 OVERBROOK DR 4 3","","","","",""
"","25 Francis Rd 4 3","25 FRANCIS RD 4 3","","","","",""
"","759 Worcester Street 5 3","759 WORCESTER ST 5 3","","","","",""
"","106 Benvenue St 5 3","106 BENVENUE ST 5 3","","","","",""
"","3 Bryn Mawr Road 5 5","3 BRYN MAWR RD 5 5","","","","",""
"","59 Standish Rd 7 6","59 STANDISH RD 7 6","","","","",""
"","27 Boulder Brook Road 4 2","27 BOULDER BROOK RD 4 2","","","","",""
"","19 Elmwood Road 4 2","19 ELMWOOD RD 4 2","","","","",""
"","22 Park Ave 5 3","22 PARK AVE 5 3","","","","",""
"","65 Kingsbury Street 4 3","65 KINGSBURY ST 4 3","","","","",""
"","20 Colburn Rd 3 2","20 COLBURN RD 3 2","","","","",""
"","39 Grantland Road 4 3","39 GRANTLAND RD 4 3","","","","",""
"","53 Mayo Rd 4 3","53 MAYO RD 4 3","","","","",""
"","39 Twitchell St 4 3","39 TWITCHELL ST 4 3","","","","",""
"","4 Middlesex St 5 3","4 MIDDLESEX ST 5 3","","","","",""
"","20 Westerly Street U:A 4 3","20 WESTERLY ST U:A 4 3","","","","",""
"","22 Willow Park 4 4","22 WILLOW PARK 4 4","","","","",""
"","30 Audubon Road 4 2","30 AUDUBON RD 4 2","","","","",""
"","42 Calvin Road 5 4","42 CALVIN RD 5 4","","","","",""
"","8 Commonwealth Park 4 4","8 COMMONWEALTH PARK 4 4","","","","",""
"","75 Leighton Rd 4 2","75 LEIGHTON RD 4 2","","","","",""
"","34 Upwey Rd 4 3","34 UPWEY RD 4 3","","","","",""
"","17 Crown Ridge Rd 4 2","17 CROWN RIDGE RD 4 2","","","","",""
"","47 Summit Road 4 2","47 SUMMIT RD 4 2","","","","",""
"","29 Sheridan Rd 4 3","29 SHERIDAN RD 4 3","","","","",""
"","28 Bancroft Road 5 4","28 BANCROFT RD 5 4","","","","",""
"","13 Cavanaugh Rd 4 2","13 CAVANAUGH RD 4 2","","","","",""
"","3 Pine Plain Rd 4 3","3 PINE PLAIN RD 4 3","","","","",""
"","64 Shore Road 6 5","64 SHORE RD 6 5","","","","",""
"","25 Thomas Rd 4 4","25 THOMAS RD 4 4","","","","",""
"","28 S River Street 4 2","28 S RIVER ST 4 2","","","","",""
"","3 Dudley Rd 4 3","3 DUDLEY RD 4 3","","","","",""
"","35 Pinewood 4 3","35 PINEWOOD 4 3","","","","",""
"","6 Appleby Rd 5 3","6 APPLEBY RD 5 3","","","","",""
"","14 Oakland Circle 4 3","14 OAKLAND CIR 4 3","","","","",""
"","137 Grove St 5 3","137 GROVE ST 5 3","","","","",""
"","87 Parker Rd 4 4","87 PARKER RD 4 4","","","","",""
"","25 Geraldine Drive 4 4","25 GERALDINE DR 4 4","","","","",""
"","8 Heckle St 3 3","8 HECKLE ST 3 3","","","","",""
"","4 Hampden Street 4 2","4 HAMPDEN ST 4 2","","","","",""
"","50 Fuller Brook Rd 4 3","50 FULLER BROOK RD 4 3","","","","",""
"","264 Wellesley Ave 4 3","264 WELLESLEY AVE 4 3","","","","",""
"","61 Mayo Road 3 2","61 MAYO RD 3 2","","","","",""
"","29 Brook Street 4 3","29 BROOK ST 4 3","","","","",""
